YearStart,LocationAbbr,LocationDesc,stratum_category,stratum_value,Data_Value,high_risk_obesity,early_warning
2016,US,National,Race/Ethnicity,American Indian/Alaska Native,38.1,1,
2017,US,National,Race/Ethnicity,American Indian/Alaska Native,38.7,1,
2018,US,National,Race/Ethnicity,American Indian/Alaska Native,39.1,1,
2019,US,National,Race/Ethnicity,American Indian/Alaska Native,37.9,1,
2020,US,National,Race/Ethnicity,American Indian/Alaska Native,38.8,1,
2021,US,National,Race/Ethnicity,American Indian/Alaska Native,38.7,1,
2022,US,National,Race/Ethnicity,American Indian/Alaska Native,38.8,1,
2023,US,National,Race/Ethnicity,American Indian/Alaska Native,39.6,1,
2024,US,National,Race/Ethnicity,American Indian/Alaska Native,40.6,1,
2011,US,National,Race/Ethnicity,Asian,8.7,0,0.0
2012,US,National,Race/Ethnicity,Asian,9.7,0,0.0
2013,US,National,Race/Ethnicity,Asian,9.6,0,0.0
2014,US,National,Race/Ethnicity,Asian,9.4,0,0.0
2015,US,National,Race/Ethnicity,Asian,10.2,0,0.0
2016,US,National,Race/Ethnicity,Asian,9.8,0,0.0
2017,US,National,Race/Ethnicity,Asian,11.2,0,0.0
2018,US,National,Race/Ethnicity,Asian,11.5,0,0.0
2019,US,National,Race/Ethnicity,Asian,11.4,0,0.0
2020,US,National,Race/Ethnicity,Asian,11.8,0,0.0
2021,US,National,Race/Ethnicity,Asian,11.8,0,0.0
2022,US,National,Race/Ethnicity,Asian,13.3,0,0.0
2023,US,National,Race/Ethnicity,Asian,13.4,0,0.0
2024,US,National,Race/Ethnicity,Asian,13.5,0,
2011,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,25.0,0,0.0
2012,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,25.8,0,0.0
2013,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,30.1,0,0.0
2014,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,29.1,0,0.0
2015,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,32.6,0,0.0
2016,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,30.6,0,0.0
2017,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,32.5,0,1.0
2018,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,35.2,1,
2019,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,42.8,1,
2020,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,38.5,1,
2021,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,42.9,1,
2022,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,35.3,1,
2023,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,31.8,0,1.0
2024,US,National,Race/Ethnicity,Hawaiian/Pacific Islander,36.7,1,
2011,US,National,Race/Ethnicity,Hispanic,30.1,0,0.0
2012,US,National,Race/Ethnicity,Hispanic,30.3,0,0.0
2013,US,National,Race/Ethnicity,Hispanic,31.5,0,0.0
2014,US,National,Race/Ethnicity,Hispanic,32.2,0,0.0
2015,US,National,Race/Ethnicity,Hispanic,32.2,0,0.0
2016,US,National,Race/Ethnicity,Hispanic,33.1,0,0.0
2017,US,National,Race/Ethnicity,Hispanic,32.4,0,1.0
2018,US,National,Race/Ethnicity,Hispanic,34.2,1,
2019,US,National,Race/Ethnicity,Hispanic,34.7,1,
2020,US,National,Race/Ethnicity,Hispanic,36.6,1,
2021,US,National,Race/Ethnicity,Hispanic,37.1,1,
2022,US,National,Race/Ethnicity,Hispanic,36.7,1,
2023,US,National,Race/Ethnicity,Hispanic,35.1,1,
2024,US,National,Race/Ethnicity,Hispanic,36.0,1,
2011,US,National,Race/Ethnicity,Non-Hispanic Black,37.3,1,
2012,US,National,Race/Ethnicity,Non-Hispanic Black,37.7,1,
2013,US,National,Race/Ethnicity,Non-Hispanic Black,37.8,1,
2014,US,National,Race/Ethnicity,Non-Hispanic Black,38.9,1,
2015,US,National,Race/Ethnicity,Non-Hispanic Black,37.7,1,
2016,US,National,Race/Ethnicity,Non-Hispanic Black,38.3,1,
2017,US,National,Race/Ethnicity,Non-Hispanic Black,39.0,1,
2018,US,National,Race/Ethnicity,Non-Hispanic Black,39.9,1,
2019,US,National,Race/Ethnicity,Non-Hispanic Black,40.7,1,
2020,US,National,Race/Ethnicity,Non-Hispanic Black,41.6,1,
2021,US,National,Race/Ethnicity,Non-Hispanic Black,42.9,1,
2022,US,National,Race/Ethnicity,Non-Hispanic Black,43.0,1,
2023,US,National,Race/Ethnicity,Non-Hispanic Black,42.0,1,
2024,US,National,Race/Ethnicity,Non-Hispanic Black,41.8,1,
2011,US,National,Race/Ethnicity,Non-Hispanic White,26.2,0,0.0
2012,US,National,Race/Ethnicity,Non-Hispanic White,26.5,0,0.0
2013,US,National,Race/Ethnicity,Non-Hispanic White,27.1,0,0.0
2014,US,National,Race/Ethnicity,Non-Hispanic White,27.8,0,0.0
2015,US,National,Race/Ethnicity,Non-Hispanic White,27.9,0,0.0
2016,US,National,Race/Ethnicity,Non-Hispanic White,28.6,0,0.0
2017,US,National,Race/Ethnicity,Non-Hispanic White,29.3,0,0.0
2018,US,National,Race/Ethnicity,Non-Hispanic White,29.9,0,0.0
2019,US,National,Race/Ethnicity,Non-Hispanic White,30.4,0,0.0
2020,US,National,Race/Ethnicity,Non-Hispanic White,30.7,0,0.0
2021,US,National,Race/Ethnicity,Non-Hispanic White,32.0,0,0.0
2022,US,National,Race/Ethnicity,Non-Hispanic White,32.5,0,0.0
2023,US,National,Race/Ethnicity,Non-Hispanic White,32.2,0,0.0
2024,US,National,Race/Ethnicity,Non-Hispanic White,32.4,0,
2011,US,National,Race/Ethnicity,Other,21.9,0,0.0
2012,US,National,Race/Ethnicity,Other,24.2,0,0.0
2013,US,National,Race/Ethnicity,Other,24.8,0,0.0
2014,US,National,Race/Ethnicity,Other,25.8,0,0.0
2015,US,National,Race/Ethnicity,Other,24.3,0,0.0
2016,US,National,Race/Ethnicity,Other,26.1,0,0.0
2017,US,National,Race/Ethnicity,Other,26.9,0,0.0
2018,US,National,Race/Ethnicity,Other,29.4,0,0.0
2019,US,National,Race/Ethnicity,Other,28.4,0,0.0
2020,US,National,Race/Ethnicity,Other,27.3,0,0.0
2021,US,National,Race/Ethnicity,Other,30.9,0,0.0
2023,US,National,Race/Ethnicity,Other,29.9,0,0.0
2024,US,National,Race/Ethnicity,Other,30.3,0,
2011,US,National,Sex,Female,27.1,0,0.0
2012,US,National,Sex,Female,27.4,0,0.0
2013,US,National,Sex,Female,28.3,0,0.0
2014,US,National,Sex,Female,28.8,0,0.0
2015,US,National,Sex,Female,28.6,0,0.0
2016,US,National,Sex,Female,29.5,0,0.0
2017,US,National,Sex,Female,30.0,0,0.0
2018,US,National,Sex,Female,31.3,0,0.0
2019,US,National,Sex,Female,32.1,0,0.0
2020,US,National,Sex,Female,32.1,0,1.0
2021,US,National,Sex,Female,33.7,1,
2022,US,National,Sex,Female,34.1,1,
2023,US,National,Sex,Female,33.5,0,1.0
2024,US,National,Sex,Female,34.0,1,
2011,US,National,Sex,Male,27.8,0,0.0
2012,US,National,Sex,Male,28.0,0,0.0
2013,US,National,Sex,Male,28.3,0,0.0
2014,US,National,Sex,Male,29.0,0,0.0
2015,US,National,Sex,Male,29.1,0,0.0
2016,US,National,Sex,Male,29.6,0,0.0
2017,US,National,Sex,Male,30.2,0,0.0
2018,US,National,Sex,Male,30.6,0,0.0
2019,US,National,Sex,Male,30.6,0,0.0
2020,US,National,Sex,Male,31.7,0,0.0
2021,US,National,Sex,Male,32.3,0,0.0
2022,US,National,Sex,Male,32.6,0,0.0
2023,US,National,Sex,Male,32.1,0,0.0
2024,US,National,Sex,Male,32.2,0,
2011,US,National,Total,Total,27.4,0,0.0
2012,US,National,Total,Total,27.7,0,0.0
2013,US,National,Total,Total,28.3,0,0.0
2014,US,National,Total,Total,28.9,0,0.0
2015,US,National,Total,Total,28.9,0,0.0
2016,US,National,Total,Total,29.6,0,0.0
2017,US,National,Total,Total,30.1,0,0.0
2018,US,National,Total,Total,30.9,0,0.0
2019,US,National,Total,Total,31.4,0,0.0
2020,US,National,Total,Total,31.9,0,0.0
2021,US,National,Total,Total,33.0,0,0.0
2022,US,National,Total,Total,33.3,0,0.0
2023,US,National,Total,Total,32.8,0,0.0
2024,US,National,Total,Total,33.1,0,
2011,UT,Utah,Age (years),18 - 24,12.9,0,0.0
2012,UT,Utah,Age (years),18 - 24,12.2,0,0.0
2013,UT,Utah,Age (years),18 - 24,11.3,0,0.0
2014,UT,Utah,Age (years),18 - 24,13.3,0,0.0
2015,UT,Utah,Age (years),18 - 24,10.2,0,0.0
2016,UT,Utah,Age (years),18 - 24,8.9,0,0.0
2017,UT,Utah,Age (years),18 - 24,13.3,0,0.0
2018,UT,Utah,Age (years),18 - 24,16.9,0,0.0
2019,UT,Utah,Age (years),18 - 24,16.3,0,0.0
2020,UT,Utah,Age (years),18 - 24,16.3,0,0.0
2021,UT,Utah,Age (years),18 - 24,16.7,0,0.0
2022,UT,Utah,Age (years),18 - 24,18.2,0,0.0
2023,UT,Utah,Age (years),18 - 24,16.4,0,0.0
2024,UT,Utah,Age (years),18 - 24,16.6,0,
2011,UT,Utah,Age (years),25 - 34,22.5,0,0.0
2012,UT,Utah,Age (years),25 - 34,21.8,0,0.0
2013,UT,Utah,Age (years),25 - 34,21.4,0,0.0
2014,UT,Utah,Age (years),25 - 34,23.1,0,0.0
2015,UT,Utah,Age (years),25 - 34,23.6,0,0.0
2016,UT,Utah,Age (years),25 - 34,23.1,0,0.0
2017,UT,Utah,Age (years),25 - 34,21.6,0,0.0
2018,UT,Utah,Age (years),25 - 34,25.7,0,0.0
2019,UT,Utah,Age (years),25 - 34,27.4,0,0.0
2020,UT,Utah,Age (years),25 - 34,27.1,0,0.0
2021,UT,Utah,Age (years),25 - 34,32.2,0,0.0
2022,UT,Utah,Age (years),25 - 34,30.9,0,0.0
2023,UT,Utah,Age (years),25 - 34,30.9,0,0.0
2024,UT,Utah,Age (years),25 - 34,31.8,0,
2011,UT,Utah,Age (years),35 - 44,28.3,0,0.0
2012,UT,Utah,Age (years),35 - 44,24.6,0,0.0
2013,UT,Utah,Age (years),35 - 44,28.1,0,0.0
2014,UT,Utah,Age (years),35 - 44,29.2,0,0.0
2015,UT,Utah,Age (years),35 - 44,26.5,0,0.0
2016,UT,Utah,Age (years),35 - 44,29.0,0,0.0
2017,UT,Utah,Age (years),35 - 44,28.4,0,0.0
2018,UT,Utah,Age (years),35 - 44,29.5,0,0.0
2019,UT,Utah,Age (years),35 - 44,33.0,0,0.0
2020,UT,Utah,Age (years),35 - 44,33.4,0,1.0
2021,UT,Utah,Age (years),35 - 44,34.9,1,
2022,UT,Utah,Age (years),35 - 44,34.7,1,
2023,UT,Utah,Age (years),35 - 44,33.1,0,1.0
2024,UT,Utah,Age (years),35 - 44,35.1,1,
2011,UT,Utah,Age (years),45 - 54,28.1,0,0.0
2012,UT,Utah,Age (years),45 - 54,32.7,0,0.0
2013,UT,Utah,Age (years),45 - 54,30.7,0,0.0
2014,UT,Utah,Age (years),45 - 54,30.0,0,0.0
2015,UT,Utah,Age (years),45 - 54,31.0,0,0.0
2016,UT,Utah,Age (years),45 - 54,31.7,0,0.0
2017,UT,Utah,Age (years),45 - 54,30.0,0,1.0
2018,UT,Utah,Age (years),45 - 54,34.0,1,
2019,UT,Utah,Age (years),45 - 54,35.1,1,
2020,UT,Utah,Age (years),45 - 54,34.0,1,
2021,UT,Utah,Age (years),45 - 54,37.0,1,
2022,UT,Utah,Age (years),45 - 54,37.5,1,
2023,UT,Utah,Age (years),45 - 54,37.8,1,
2024,UT,Utah,Age (years),45 - 54,37.0,1,
2011,UT,Utah,Age (years),55 - 64,32.7,0,0.0
2012,UT,Utah,Age (years),55 - 64,31.8,0,0.0
2013,UT,Utah,Age (years),55 - 64,30.4,0,0.0
2014,UT,Utah,Age (years),55 - 64,32.5,0,0.0
2015,UT,Utah,Age (years),55 - 64,31.1,0,1.0
2016,UT,Utah,Age (years),55 - 64,34.5,1,
2017,UT,Utah,Age (years),55 - 64,33.7,1,
2018,UT,Utah,Age (years),55 - 64,32.8,0,1.0
2019,UT,Utah,Age (years),55 - 64,34.7,1,
2020,UT,Utah,Age (years),55 - 64,33.4,0,1.0
2021,UT,Utah,Age (years),55 - 64,37.1,1,
2022,UT,Utah,Age (years),55 - 64,36.6,1,
2023,UT,Utah,Age (years),55 - 64,37.0,1,
2024,UT,Utah,Age (years),55 - 64,37.4,1,
2011,UT,Utah,Age (years),65 or older,24.6,0,0.0
2012,UT,Utah,Age (years),65 or older,25.6,0,0.0
2013,UT,Utah,Age (years),65 or older,25.4,0,0.0
2014,UT,Utah,Age (years),65 or older,28.4,0,0.0
2015,UT,Utah,Age (years),65 or older,26.2,0,0.0
2016,UT,Utah,Age (years),65 or older,26.8,0,0.0
2017,UT,Utah,Age (years),65 or older,26.8,0,0.0
2018,UT,Utah,Age (years),65 or older,29.2,0,0.0
2019,UT,Utah,Age (years),65 or older,30.1,0,0.0
2020,UT,Utah,Age (years),65 or older,28.4,0,0.0
2021,UT,Utah,Age (years),65 or older,28.7,0,0.0
2022,UT,Utah,Age (years),65 or older,30.2,0,0.0
2023,UT,Utah,Age (years),65 or older,27.9,0,0.0
2024,UT,Utah,Age (years),65 or older,29.5,0,
2011,UT,Utah,Education,College graduate,20.2,0,0.0
2012,UT,Utah,Education,College graduate,21.7,0,0.0
2013,UT,Utah,Education,College graduate,20.8,0,0.0
2014,UT,Utah,Education,College graduate,22.0,0,0.0
2015,UT,Utah,Education,College graduate,21.2,0,0.0
2016,UT,Utah,Education,College graduate,23.1,0,0.0
2017,UT,Utah,Education,College graduate,23.1,0,0.0
2018,UT,Utah,Education,College graduate,24.5,0,0.0
2019,UT,Utah,Education,College graduate,26.5,0,0.0
2020,UT,Utah,Education,College graduate,24.9,0,0.0
2021,UT,Utah,Education,College graduate,26.7,0,0.0
2022,UT,Utah,Education,College graduate,27.7,0,0.0
2023,UT,Utah,Education,College graduate,26.6,0,0.0
2024,UT,Utah,Education,College graduate,28.8,0,
2011,UT,Utah,Education,High school graduate,24.5,0,0.0
2012,UT,Utah,Education,High school graduate,24.0,0,0.0
2013,UT,Utah,Education,High school graduate,25.4,0,0.0
2014,UT,Utah,Education,High school graduate,26.3,0,0.0
2015,UT,Utah,Education,High school graduate,25.0,0,0.0
2016,UT,Utah,Education,High school graduate,27.5,0,0.0
2017,UT,Utah,Education,High school graduate,24.9,0,0.0
2018,UT,Utah,Education,High school graduate,31.2,0,0.0
2019,UT,Utah,Education,High school graduate,30.3,0,0.0
2020,UT,Utah,Education,High school graduate,28.7,0,0.0
2021,UT,Utah,Education,High school graduate,31.9,0,0.0
2022,UT,Utah,Education,High school graduate,31.3,0,0.0
2023,UT,Utah,Education,High school graduate,30.4,0,0.0
2024,UT,Utah,Education,High school graduate,30.6,0,
2011,UT,Utah,Education,Less than high school,31.2,0,0.0
2012,UT,Utah,Education,Less than high school,27.0,0,0.0
2013,UT,Utah,Education,Less than high school,21.9,0,0.0
2014,UT,Utah,Education,Less than high school,29.3,0,0.0
2015,UT,Utah,Education,Less than high school,27.6,0,0.0
2016,UT,Utah,Education,Less than high school,27.9,0,0.0
2017,UT,Utah,Education,Less than high school,25.1,0,0.0
2018,UT,Utah,Education,Less than high school,29.1,0,0.0
2019,UT,Utah,Education,Less than high school,29.6,0,0.0
2020,UT,Utah,Education,Less than high school,32.9,0,1.0
2021,UT,Utah,Education,Less than high school,34.8,1,
2022,UT,Utah,Education,Less than high school,30.9,0,1.0
2023,UT,Utah,Education,Less than high school,33.6,1,
2024,UT,Utah,Education,Less than high school,34.8,1,
2011,UT,Utah,Education,Some college or technical school,25.4,0,0.0
2012,UT,Utah,Education,Some college or technical school,25.5,0,0.0
2013,UT,Utah,Education,Some college or technical school,26.0,0,0.0
2014,UT,Utah,Education,Some college or technical school,27.0,0,0.0
2015,UT,Utah,Education,Some college or technical school,25.8,0,0.0
2016,UT,Utah,Education,Some college or technical school,25.1,0,0.0
2017,UT,Utah,Education,Some college or technical school,27.0,0,0.0
2018,UT,Utah,Education,Some college or technical school,27.7,0,0.0
2019,UT,Utah,Education,Some college or technical school,30.7,0,0.0
2020,UT,Utah,Education,Some college or technical school,30.4,0,0.0
2021,UT,Utah,Education,Some college or technical school,32.9,0,1.0
2022,UT,Utah,Education,Some college or technical school,34.0,1,
2023,UT,Utah,Education,Some college or technical school,32.5,0,0.0
2024,UT,Utah,Education,Some college or technical school,32.7,0,
2011,UT,Utah,Income,"$15,000 - $24,999",26.6,0,0.0
2012,UT,Utah,Income,"$15,000 - $24,999",25.4,0,0.0
2013,UT,Utah,Income,"$15,000 - $24,999",27.1,0,0.0
2014,UT,Utah,Income,"$15,000 - $24,999",27.7,0,0.0
2015,UT,Utah,Income,"$15,000 - $24,999",26.0,0,0.0
2016,UT,Utah,Income,"$15,000 - $24,999",26.1,0,0.0
2017,UT,Utah,Income,"$15,000 - $24,999",28.0,0,0.0
2018,UT,Utah,Income,"$15,000 - $24,999",29.7,0,0.0
2019,UT,Utah,Income,"$15,000 - $24,999",32.8,0,0.0
2020,UT,Utah,Income,"$15,000 - $24,999",29.1,0,0.0
2021,UT,Utah,Income,"$15,000 - $24,999",33.5,0,1.0
2022,UT,Utah,Income,"$15,000 - $24,999",36.1,1,
2023,UT,Utah,Income,"$15,000 - $24,999",32.6,0,0.0
2024,UT,Utah,Income,"$15,000 - $24,999",26.5,0,
2011,UT,Utah,Income,"$25,000 - $34,999",26.5,0,0.0
2012,UT,Utah,Income,"$25,000 - $34,999",27.9,0,0.0
2013,UT,Utah,Income,"$25,000 - $34,999",26.0,0,0.0
2014,UT,Utah,Income,"$25,000 - $34,999",30.5,0,0.0
2015,UT,Utah,Income,"$25,000 - $34,999",28.5,0,0.0
2016,UT,Utah,Income,"$25,000 - $34,999",25.2,0,0.0
2017,UT,Utah,Income,"$25,000 - $34,999",24.5,0,0.0
2018,UT,Utah,Income,"$25,000 - $34,999",31.7,0,0.0
2019,UT,Utah,Income,"$25,000 - $34,999",32.2,0,1.0
2020,UT,Utah,Income,"$25,000 - $34,999",34.0,1,
2021,UT,Utah,Income,"$25,000 - $34,999",34.4,1,
2022,UT,Utah,Income,"$25,000 - $34,999",33.1,0,0.0
2023,UT,Utah,Income,"$25,000 - $34,999",28.4,0,0.0
2024,UT,Utah,Income,"$25,000 - $34,999",28.8,0,
2011,UT,Utah,Income,"$35,000 - $49,999",27.0,0,0.0
2012,UT,Utah,Income,"$35,000 - $49,999",27.5,0,0.0
2013,UT,Utah,Income,"$35,000 - $49,999",27.0,0,0.0
2014,UT,Utah,Income,"$35,000 - $49,999",28.6,0,0.0
2015,UT,Utah,Income,"$35,000 - $49,999",27.4,0,0.0
2016,UT,Utah,Income,"$35,000 - $49,999",30.1,0,0.0
2017,UT,Utah,Income,"$35,000 - $49,999",27.4,0,0.0
2018,UT,Utah,Income,"$35,000 - $49,999",29.5,0,0.0
2019,UT,Utah,Income,"$35,000 - $49,999",32.4,0,0.0
2020,UT,Utah,Income,"$35,000 - $49,999",31.4,0,1.0
2021,UT,Utah,Income,"$35,000 - $49,999",34.8,1,
2022,UT,Utah,Income,"$35,000 - $49,999",30.8,0,1.0
2023,UT,Utah,Income,"$35,000 - $49,999",34.3,1,
2024,UT,Utah,Income,"$35,000 - $49,999",38.1,1,
2011,UT,Utah,Income,"$50,000 - $74,999",26.2,0,0.0
2012,UT,Utah,Income,"$50,000 - $74,999",26.3,0,0.0
2013,UT,Utah,Income,"$50,000 - $74,999",25.5,0,0.0
2014,UT,Utah,Income,"$50,000 - $74,999",28.1,0,0.0
2015,UT,Utah,Income,"$50,000 - $74,999",24.9,0,0.0
2016,UT,Utah,Income,"$50,000 - $74,999",26.6,0,0.0
2017,UT,Utah,Income,"$50,000 - $74,999",25.9,0,0.0
2018,UT,Utah,Income,"$50,000 - $74,999",30.3,0,0.0
2019,UT,Utah,Income,"$50,000 - $74,999",30.8,0,0.0
2020,UT,Utah,Income,"$50,000 - $74,999",29.9,0,1.0
2021,UT,Utah,Income,"$50,000 - $74,999",35.0,1,
2022,UT,Utah,Income,"$50,000 - $74,999",36.6,1,
2023,UT,Utah,Income,"$50,000 - $74,999",33.0,0,1.0
2024,UT,Utah,Income,"$50,000 - $74,999",36.0,1,
2011,UT,Utah,Income,"$75,000 or greater",21.8,0,0.0
2012,UT,Utah,Income,"$75,000 or greater",22.4,0,0.0
2013,UT,Utah,Income,"$75,000 or greater",22.1,0,0.0
2014,UT,Utah,Income,"$75,000 or greater",22.4,0,0.0
2015,UT,Utah,Income,"$75,000 or greater",21.9,0,0.0
2016,UT,Utah,Income,"$75,000 or greater",23.9,0,0.0
2017,UT,Utah,Income,"$75,000 or greater",24.5,0,0.0
2018,UT,Utah,Income,"$75,000 or greater",26.6,0,0.0
2019,UT,Utah,Income,"$75,000 or greater",27.8,0,0.0
2020,UT,Utah,Income,"$75,000 or greater",28.2,0,1.0
2021,UT,Utah,Income,"$75,000 or greater",34.3,1,
2022,UT,Utah,Income,"$75,000 or greater",32.5,0,0.0
2023,UT,Utah,Income,"$75,000 or greater",32.0,0,0.0
2024,UT,Utah,Income,"$75,000 or greater",32.3,0,
2011,UT,Utah,Income,Data not reported,18.9,0,0.0
2012,UT,Utah,Income,Data not reported,17.9,0,0.0
2013,UT,Utah,Income,Data not reported,18.0,0,0.0
2014,UT,Utah,Income,Data not reported,20.1,0,0.0
2015,UT,Utah,Income,Data not reported,22.0,0,0.0
2016,UT,Utah,Income,Data not reported,22.8,0,0.0
2017,UT,Utah,Income,Data not reported,22.4,0,0.0
2018,UT,Utah,Income,Data not reported,24.1,0,0.0
2019,UT,Utah,Income,Data not reported,25.5,0,0.0
2020,UT,Utah,Income,Data not reported,23.5,0,0.0
2021,UT,Utah,Income,Data not reported,26.6,0,0.0
2022,UT,Utah,Income,Data not reported,28.1,0,0.0
2023,UT,Utah,Income,Data not reported,28.0,0,0.0
2024,UT,Utah,Income,Data not reported,28.8,0,
2011,UT,Utah,Income,"Less than $15,000",28.1,0,0.0
2012,UT,Utah,Income,"Less than $15,000",24.1,0,0.0
2013,UT,Utah,Income,"Less than $15,000",26.3,0,0.0
2014,UT,Utah,Income,"Less than $15,000",29.2,0,0.0
2015,UT,Utah,Income,"Less than $15,000",29.7,0,0.0
2016,UT,Utah,Income,"Less than $15,000",25.3,0,0.0
2017,UT,Utah,Income,"Less than $15,000",27.6,0,0.0
2018,UT,Utah,Income,"Less than $15,000",25.5,0,0.0
2019,UT,Utah,Income,"Less than $15,000",29.3,0,0.0
2020,UT,Utah,Income,"Less than $15,000",27.5,0,0.0
2021,UT,Utah,Income,"Less than $15,000",27.4,0,0.0
2022,UT,Utah,Income,"Less than $15,000",33.4,0,1.0
2023,UT,Utah,Income,"Less than $15,000",37.9,1,
2024,UT,Utah,Income,"Less than $15,000",35.3,1,
2011,UT,Utah,Race/Ethnicity,2 or more races,28.0,0,0.0
2012,UT,Utah,Race/Ethnicity,2 or more races,23.7,0,0.0
2013,UT,Utah,Race/Ethnicity,2 or more races,24.7,0,0.0
2014,UT,Utah,Race/Ethnicity,2 or more races,26.7,0,0.0
2015,UT,Utah,Race/Ethnicity,2 or more races,28.0,0,0.0
2016,UT,Utah,Race/Ethnicity,2 or more races,22.9,0,0.0
2017,UT,Utah,Race/Ethnicity,2 or more races,23.2,0,1.0
2018,UT,Utah,Race/Ethnicity,2 or more races,40.7,1,
2019,UT,Utah,Race/Ethnicity,2 or more races,23.4,0,0.0
2020,UT,Utah,Race/Ethnicity,2 or more races,24.2,0,0.0
2021,UT,Utah,Race/Ethnicity,2 or more races,31.0,0,1.0
2022,UT,Utah,Race/Ethnicity,2 or more races,39.4,1,
2023,UT,Utah,Race/Ethnicity,2 or more races,24.8,0,0.0
2024,UT,Utah,Race/Ethnicity,2 or more races,28.4,0,
2011,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,42.3,1,
2012,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,37.8,1,
2013,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,27.4,0,1.0
2014,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,34.8,1,
2015,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,34.3,1,
2016,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,32.9,0,1.0
2017,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,34.3,1,
2018,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,40.6,1,
2019,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,37.6,1,
2020,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,46.9,1,
2021,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,39.9,1,
2022,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,51.7,1,
2023,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,37.1,1,
2024,UT,Utah,Race/Ethnicity,American Indian/Alaska Native,32.6,0,
2011,UT,Utah,Race/Ethnicity,Asian,13.1,0,0.0
2012,UT,Utah,Race/Ethnicity,Asian,5.4,0,0.0
2013,UT,Utah,Race/Ethnicity,Asian,8.0,0,0.0
2014,UT,Utah,Race/Ethnicity,Asian,8.0,0,0.0
2015,UT,Utah,Race/Ethnicity,Asian,6.5,0,0.0
2016,UT,Utah,Race/Ethnicity,Asian,9.5,0,0.0
2017,UT,Utah,Race/Ethnicity,Asian,11.3,0,0.0
2018,UT,Utah,Race/Ethnicity,Asian,15.3,0,0.0
2019,UT,Utah,Race/Ethnicity,Asian,13.3,0,0.0
2020,UT,Utah,Race/Ethnicity,Asian,7.0,0,0.0
2021,UT,Utah,Race/Ethnicity,Asian,11.1,0,0.0
2022,UT,Utah,Race/Ethnicity,Asian,6.7,0,0.0
2023,UT,Utah,Race/Ethnicity,Asian,14.4,0,0.0
2024,UT,Utah,Race/Ethnicity,Asian,14.3,0,
2015,UT,Utah,Race/Ethnicity,Hawaiian/Pacific Islander,56.5,1,
2023,UT,Utah,Race/Ethnicity,Hawaiian/Pacific Islander,69.0,1,
2011,UT,Utah,Race/Ethnicity,Hispanic,24.1,0,0.0
2012,UT,Utah,Race/Ethnicity,Hispanic,26.3,0,0.0
2013,UT,Utah,Race/Ethnicity,Hispanic,27.7,0,0.0
2014,UT,Utah,Race/Ethnicity,Hispanic,28.5,0,0.0
2015,UT,Utah,Race/Ethnicity,Hispanic,27.1,0,0.0
2016,UT,Utah,Race/Ethnicity,Hispanic,28.8,0,0.0
2017,UT,Utah,Race/Ethnicity,Hispanic,27.9,0,0.0
2018,UT,Utah,Race/Ethnicity,Hispanic,30.0,0,0.0
2019,UT,Utah,Race/Ethnicity,Hispanic,33.3,0,0.0
2020,UT,Utah,Race/Ethnicity,Hispanic,33.5,0,1.0
2021,UT,Utah,Race/Ethnicity,Hispanic,37.0,1,
2022,UT,Utah,Race/Ethnicity,Hispanic,36.0,1,
2023,UT,Utah,Race/Ethnicity,Hispanic,35.7,1,
2024,UT,Utah,Race/Ethnicity,Hispanic,37.8,1,
2011,UT,Utah,Race/Ethnicity,Non-Hispanic Black,30.4,0,0.0
2012,UT,Utah,Race/Ethnicity,Non-Hispanic Black,13.9,0,1.0
2013,UT,Utah,Race/Ethnicity,Non-Hispanic Black,33.6,1,
2014,UT,Utah,Race/Ethnicity,Non-Hispanic Black,29.4,0,0.0
2015,UT,Utah,Race/Ethnicity,Non-Hispanic Black,29.4,0,0.0
2016,UT,Utah,Race/Ethnicity,Non-Hispanic Black,31.2,0,1.0
2018,UT,Utah,Race/Ethnicity,Non-Hispanic Black,40.9,1,
2019,UT,Utah,Race/Ethnicity,Non-Hispanic Black,36.6,1,
